Product,Region,Sales,Profit,Discount,Category,Date
Backpack,South,73.60000000000001,20.31453507760919,0.08,Stationery,2023-01-17
Chair,West,258.0,31.654114795487235,0.14,Furniture,2023-03-31
Table,South,450.0,65.21247486075139,0.25,Furniture,2023-01-06
Table,West,564.0,95.47102727832625,0.06,Furniture,2023-01-29
Headphones,West,302.4,56.296282668044384,0.16,Technology,2023-05-09
Headphones,North,216.0,44.7722436896436,0.1,Technology,2023-03-12
Keyboard,West,116.4,14.60428723763079,0.03,Technology,2023-06-16
Pen,East,9.15,0.4576685874532302,0.39,Stationery,2023-04-13
Table,North,732.0,108.63424348822136,0.39,Furniture,2023-06-01
Backpack,West,87.6,21.248725544880088,0.27,Stationery,2023-06-13
Pen,North,3.3999999999999995,0.5173757878364824,0.32,Stationery,2023-04-04
Notebook,West,9.9,0.8326701133256624,0.01,Stationery,2023-03-25
Pen,North,3.35,0.2874745805930244,0.33,Stationery,2023-05-16
Chair,East,315.0,79.4754372890791,0.3,Furniture,2023-06-21
Pen,West,11.55,1.719248456652578,0.23,Stationery,2023-02-21
Pen,North,3.1,0.4311656194228136,0.38,Stationery,2023-01-03
Backpack,East,97.2,26.88851447462088,0.19,Stationery,2023-05-07
Headphones,East,93.6,12.97945933312672,0.22,Technology,2023-06-25
Notebook,South,16.8,2.332595223256415,0.16,Stationery,2023-02-03
Phone,North,455.0,96.47886798051498,0.09,Technology,2023-04-11
Monitor,South,669.9999999999999,47.06719594145014,0.33,Technology,2023-02-19
Backpack,North,39.6,4.7473464394502605,0.01,Stationery,2023-02-17
Laptop,North,1328.0,187.911344788432,0.17,Technology,2023-01-26
Chair,North,324.0,95.77816596030686,0.28,Furniture,2023-06-29
Table,North,504.0,47.38908356147651,0.16,Furniture,2023-02-13
Backpack,West,117.6,13.6437386643067,0.02,Stationery,2023-06-21
Monitor,South,365.0,95.60621400807553,0.27,Technology,2023-03-27
Pen,South,9.15,2.6665970198842874,0.39,Stationery,2023-06-03
Laptop,South,2016.0,257.7704953532691,0.37,Technology,2023-05-16
Laptop,North,2784.0,561.8144001793892,0.13,Technology,2023-05-15
Phone,North,1400.0,215.12545221121064,0.3,Technology,2023-06-24
Table,South,1128.0,209.29672105407607,0.06,Furniture,2023-06-29
Table,North,426.0,69.8000679768087,0.29,Furniture,2023-05-01
Notebook,South,29.7,4.454598156681493,0.01,Stationery,2023-01-19
Table,East,828.0,153.2261205907415,0.08,Furniture,2023-05-28
Chair,East,510.0,148.10477973984942,0.15,Furniture,2023-03-16
Chair,East,444.0,25.336491809865,0.26,Furniture,2023-04-22
Pen,South,15.4,3.226178897251699,0.23,Stationery,2023-04-21
Table,North,237.0,24.9584668208011,0.21,Furniture,2023-02-05
Backpack,East,31.6,8.851071486899997,0.21,Stationery,2023-05-18
Phone,West,390.0,80.32700571371323,0.22,Technology,2023-03-11
Laptop,West,2976.0,310.65884444834865,0.07,Technology,2023-01-04
Pen,East,12.6,2.4716880212515995,0.37,Stationery,2023-01-12
Notebook,South,6.4,1.8074850884809048,0.36,Stationery,2023-06-19
Pen,East,7.4,0.5040767598603839,0.26,Stationery,2023-02-08
Headphones,East,175.2,51.11484194815006,0.27,Technology,2023-06-11
Monitor,West,150.0,34.995970195957334,0.4,Technology,2023-02-23
Table,East,186.0,18.646754898162115,0.38,Furniture,2023-05-29
Backpack,West,34.0,3.3735819139618792,0.15,Stationery,2023-06-17
Chair,North,102.0,24.823094123808765,0.32,Furniture,2023-01-12
Backpack,North,142.4,13.400507906324142,0.11,Stationery,2023-04-19
Chair,West,510.0,61.15904669390058,0.15,Furniture,2023-06-17
Pen,East,12.3,3.537283845327242,0.18,Stationery,2023-03-06
Headphones,West,104.4,18.74936331110498,0.13,Technology,2023-04-19
Notebook,North,8.7,2.4145357670152903,0.13,Stationery,2023-05-31
Pen,North,4.3,0.4917999295150158,0.14,Stationery,2023-05-29
Headphones,East,187.2,18.52292696376793,0.22,Technology,2023-01-15
Table,North,216.0,59.26139964338002,0.28,Furniture,2023-02-23
Table,South,372.0,96.0679282731748,0.38,Furniture,2023-03-08
Keyboard,South,201.6,45.889468562962,0.16,Technology,2023-03-07
Headphones,West,432.0,26.538656867899984,0.1,Technology,2023-03-27
Backpack,West,94.8,8.953619896689146,0.21,Stationery,2023-05-26
Phone,East,1600.0,463.2237551723394,0.2,Technology,2023-01-29
Chair,South,144.0,33.58134446532104,0.04,Furniture,2023-03-06
Backpack,South,102.4,13.535863068672796,0.36,Stationery,2023-01-15
Headphones,South,237.6,31.319403091624352,0.34,Technology,2023-03-24
Backpack,South,160.0,13.00615752532818,0.0,Stationery,2023-02-28
Backpack,East,78.0,15.741872547046428,0.35,Stationery,2023-03-13
Phone,South,900.0,110.62488002017574,0.4,Technology,2023-05-04
Laptop,East,648.0,97.22343475049934,0.19,Technology,2023-05-15
Notebook,South,8.0,0.6016090337892411,0.2,Stationery,2023-03-05
Monitor,East,212.5,37.48276859015327,0.15,Technology,2023-02-06
Table,East,570.0,154.92869974932557,0.05,Furniture,2023-01-06
Chair,West,258.0,45.08583815992923,0.14,Furniture,2023-01-31
Table,West,540.0,137.10837416894933,0.1,Furniture,2023-04-03
Chair,East,360.0,38.989596597522166,0.2,Furniture,2023-06-28
Table,South,396.0,107.58163886389777,0.34,Furniture,2023-03-15
Backpack,South,61.6,16.746295971037874,0.23,Stationery,2023-04-26
Monitor,West,607.5,38.52505389303509,0.19,Technology,2023-01-02
Keyboard,North,237.6,27.456539993613,0.01,Technology,2023-05-26
Keyboard,East,218.4,13.905405109428052,0.09,Technology,2023-06-03
Backpack,East,131.20000000000002,31.610897243773437,0.18,Stationery,2023-04-03
Chair,East,150.0,16.446225964600043,0.0,Furniture,2023-03-08
Pen,South,8.6,2.0158411713462554,0.14,Stationery,2023-01-23
Notebook,South,19.2,3.2875453209553784,0.36,Stationery,2023-06-26
Table,West,444.0,102.01754961460828,0.26,Furniture,2023-02-04
Backpack,West,115.2,10.18119184574365,0.04,Stationery,2023-06-25
Table,West,462.0,34.38137067488025,0.23,Furniture,2023-03-10
Laptop,South,1680.0,428.5349474804201,0.3,Technology,2023-03-08
Table,North,900.0,185.37027762988745,0.0,Furniture,2023-05-26
Table,South,732.0,177.05968121633512,0.39,Furniture,2023-03-07
Notebook,West,31.6,1.8008475038126068,0.21,Stationery,2023-02-21
Monitor,West,780.0,128.67361263196264,0.22,Technology,2023-03-17
Chair,East,124.5,23.45114462347521,0.17,Furniture,2023-02-16
Laptop,North,2432.0,304.3491173320157,0.24,Technology,2023-03-20
Monitor,East,155.0,26.026982565441777,0.38,Technology,2023-01-05
Monitor,West,460.0,53.59771666602935,0.08,Technology,2023-05-25
Laptop,South,2160.0,538.9990595917801,0.1,Technology,2023-01-28
